Season,Name,Team,PA,BABIP,LD,GB,FB,IFFB,GB/FB,HR/FB,IFH,IFH,BUH,BUH,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone,F-Strike,SwStr,playerid
2010,Ryan Theriot,- - -,640,.305,19.6 ,54.1 ,26.3 ,4.6 ,2.06,1.5 ,25,9.3 ,9,40.9 ,24.0 ,61.6 ,43.2 ,78.2 ,94.6 ,90.1 ,51.1 ,66.6 ,3.9 ,3811
2003,Todd Greene,Rangers,210,.248,23.9 ,30.8 ,45.3 ,19.4 ,0.68,13.9 ,1,2.0 ,0,0.0 ,36.3 ,82.7 ,59.5 ,25.4 ,84.1 ,66.2 ,50.0 ,63.8 ,20.1 ,1450
2002,Charles Johnson,Marlins,280,.260,18.6 ,45.2 ,36.2 ,17.6 ,1.25,8.8 ,3,3.5 ,0,0.0 ,22.7 ,78.3 ,52.5 ,32.4 ,79.7 ,70.2 ,53.6 ,60.7 ,15.3 ,523
2005,Kaz Matsui,Mets,295,.289,22.5 ,50.9 ,26.6 ,13.6 ,1.92,5.1 ,8,7.1 ,1,9.1 ,20.6 ,68.7 ,48.2 ,44.2 ,90.6 ,82.2 ,57.4 ,60.7 ,8.4 ,1854
2003,Denny Hocking,Twins,209,.278,20.4 ,50.0 ,29.6 ,0.0 ,1.69,6.7 ,1,1.3 ,2,40.0 ,18.4 ,63.9 ,42.2 ,33.8 ,92.2 ,80.0 ,52.2 ,59.8 ,8.7 ,730
2008,Cesar Izturis,Cardinals,454,.278,22.3 ,46.6 ,31.2 ,13.4 ,1.50,0.8 ,10,5.6 ,2,18.2 ,23.3 ,65.1 ,45.7 ,80.1 ,96.5 ,92.6 ,53.8 ,58.2 ,3.2 ,656
2010,Milton Bradley,Mariners,278,.258,18.0 ,37.1 ,44.9 ,14.7 ,0.83,10.7 ,7,11.3 ,2,40.0 ,24.9 ,70.9 ,46.1 ,55.2 ,82.4 ,74.4 ,46.0 ,56.8 ,11.3 ,369
2003,Willie Bloomquist,Mariners,220,.304,21.5 ,48.7 ,29.7 ,10.6 ,1.64,2.1 ,5,6.5 ,1,33.3 ,22.8 ,65.6 ,46.4 ,51.2 ,88.6 ,80.3 ,55.1 ,63.6 ,9.2 ,1066
2005,Geoff Blum,- - -,351,.247,21.0 ,39.9 ,39.1 ,11.1 ,1.02,5.6 ,7,6.4 ,0,0.0 ,17.0 ,69.7 ,44.5 ,57.0 ,90.0 ,84.0 ,52.2 ,52.1 ,7.1 ,550
2003,Ben Davis,Mariners,269,.284,25.5 ,45.2 ,29.3 ,10.9 ,1.55,10.9 ,5,5.9 ,0,0.0 ,23.5 ,77.4 ,50.6 ,31.0 ,85.4 ,72.8 ,50.3 ,55.4 ,13.7 ,1074
2002,Travis Fryman,Indians,439,.247,20.4 ,46.5 ,33.1 ,5.8 ,1.40,10.6 ,9,6.2 ,0,0.0 ,15.5 ,68.2 ,43.3 ,48.8 ,85.0 ,78.9 ,52.9 ,59.0 ,9.1 ,385
2003,Brent Mayne,Royals,414,.274,23.5 ,45.1 ,31.4 ,10.1 ,1.43,6.1 ,8,5.6 ,1,20.0 ,21.1 ,68.4 ,45.3 ,49.1 ,90.7 ,81.2 ,51.1 ,59.7 ,8.5 ,614
2011,Brad Hawpe,Padres,216,.331,21.1 ,43.0 ,35.9 ,2.2 ,1.20,8.7 ,3,5.5 ,0,0.0 ,28.7 ,69.2 ,45.4 ,61.3 ,76.6 ,70.9 ,41.1 ,51.4 ,12.9 ,1885
2005,Maicer Izturis,Angels,210,.271,20.7 ,44.4 ,34.9 ,6.8 ,1.27,1.7 ,4,5.3 ,0,0.0 ,13.9 ,58.8 ,39.4 ,65.9 ,95.1 ,90.6 ,56.8 ,61.4 ,3.6 ,2437
2006,Geoff Blum,Padres,299,.293,23.2 ,36.0 ,40.8 ,16.1 ,0.88,4.3 ,3,3.7 ,0,0.0 ,25.8 ,70.0 ,48.6 ,47.8 ,89.7 ,79.0 ,51.7 ,56.9 ,10.1 ,550
2007,Miguel Olivo,Marlins,469,.290,17.1 ,42.7 ,40.2 ,16.7 ,1.06,12.1 ,6,4.3 ,2,100.0 ,43.4 ,70.9 ,56.8 ,41.3 ,84.0 ,67.3 ,48.8 ,65.9 ,18.2 ,1638
2011,Josh Harrison,Pirates,204,.304,17.3 ,44.6 ,38.1 ,3.1 ,1.17,1.6 ,5,6.7 ,3,33.3 ,35.9 ,67.0 ,52.1 ,79.7 ,87.9 ,85.2 ,52.1 ,57.8 ,7.5 ,8202
2012,Brandon Inge,- - -,331,.266,22.3 ,40.5 ,37.2 ,10.0 ,1.09,15.0 ,1,1.1 ,0,0.0 ,28.9 ,59.6 ,43.6 ,52.5 ,83.9 ,73.0 ,47.7 ,61.0 ,11.6 ,470
2010,Clint Barmes,Rockies,432,.263,21.2 ,29.9 ,48.9 ,15.3 ,0.61,5.1 ,8,8.3 ,2,40.0 ,36.9 ,64.9 ,50.5 ,72.2 ,89.8 ,83.2 ,48.6 ,62.7 ,8.1 ,1830
2012,Jeff Francoeur,Royals,603,.272,21.3 ,45.0 ,33.7 ,10.7 ,1.34,10.7 ,2,1.0 ,1,100.0 ,42.7 ,70.6 ,54.1 ,73.8 ,86.3 ,80.5 ,40.9 ,62.0 ,10.3 ,4792
2011,Vernon Wells,Angels,529,.214,12.3 ,39.6 ,48.1 ,18.2 ,0.82,12.3 ,15,9.0 ,0,0.0 ,35.2 ,68.1 ,50.8 ,66.3 ,90.0 ,81.3 ,47.3 ,56.9 ,9.4 ,1326
2009,Alberto Gonzalez,Nationals,316,.283,23.0 ,42.8 ,34.2 ,8.7 ,1.25,1.1 ,7,6.1 ,0,0.0 ,32.3 ,63.5 ,48.7 ,73.8 ,95.7 ,88.9 ,52.8 ,57.9 ,5.3 ,4906
2005,Yadier Molina,Cardinals,421,.254,18.5 ,51.1 ,30.3 ,10.2 ,1.69,7.4 ,10,5.5 ,0,0.0 ,21.7 ,73.8 ,51.9 ,57.9 ,94.2 ,87.8 ,57.9 ,62.0 ,6.2 ,7007
2002,Abraham Nunez,Pirates,286,.274,16.8 ,59.4 ,23.8 ,18.8 ,2.50,4.2 ,5,4.2 ,2,20.0 ,15.4 ,70.0 ,46.4 ,58.6 ,85.2 ,81.4 ,56.8 ,60.5 ,8.4 ,1420
2009,Jody Gerut,- - -,298,.239,19.2 ,47.0 ,33.8 ,12.7 ,1.39,11.4 ,2,1.8 ,0,0.0 ,22.6 ,67.0 ,44.1 ,66.9 ,90.8 ,84.4 ,48.3 ,55.4 ,6.8 ,1696
2003,Ron Calloway,Expos,369,.283,21.9 ,56.5 ,21.5 ,3.6 ,2.63,16.1 ,5,3.4 ,1,14.3 ,29.8 ,69.9 ,48.6 ,56.0 ,83.5 ,74.6 ,47.0 ,59.6 ,12.3 ,1649
2005,Jamey Carroll,Nationals,358,.303,25.7 ,53.5 ,20.8 ,9.8 ,2.57,0.0 ,12,9.2 ,2,10.5 ,14.2 ,59.6 ,40.3 ,63.2 ,93.1 ,88.7 ,57.6 ,60.1 ,4.3 ,1591
2011,Gordon Beckham,White Sox,557,.276,20.3 ,39.5 ,40.3 ,21.0 ,0.98,6.4 ,11,7.1 ,1,12.5 ,37.0 ,68.4 ,51.7 ,69.2 ,85.2 ,79.1 ,46.8 ,58.7 ,10.5 ,9015
2006,Royce Clayton,- - -,502,.308,19.6 ,53.0 ,27.4 ,7.8 ,1.93,2.0 ,13,6.6 ,2,20.0 ,25.3 ,68.8 ,49.8 ,52.6 ,90.3 ,81.9 ,56.4 ,60.4 ,8.7 ,226
2009,Gerald Laird,Tigers,477,.258,14.0 ,41.5 ,44.5 ,14.1 ,0.93,2.7 ,11,7.9 ,7,29.2 ,22.6 ,67.9 ,45.5 ,68.9 ,89.7 ,84.6 ,50.7 ,55.6 ,6.7 ,1698
2005,Mike Edwards,Dodgers,258,.277,23.4 ,52.2 ,24.4 ,10.0 ,2.14,6.0 ,4,3.7 ,0,0.0 ,20.4 ,63.4 ,44.9 ,61.3 ,91.5 ,85.5 ,56.9 ,65.5 ,6.5 ,1850
2007,Emil Brown,Royals,397,.298,16.6 ,44.2 ,39.2 ,13.6 ,1.13,5.1 ,13,9.8 ,0,0.0 ,25.4 ,71.6 ,49.1 ,49.4 ,86.4 ,77.1 ,51.3 ,55.4 ,11.0 ,1197
2002,Denny Hocking,Twins,294,.288,20.6 ,45.0 ,34.4 ,8.0 ,1.31,2.7 ,7,7.1 ,1,14.3 ,10.3 ,63.3 ,41.9 ,44.4 ,90.6 ,86.0 ,59.8 ,58.5 ,5.6 ,730
2002,Jack Wilson,Pirates,586,.287,17.5 ,45.7 ,36.8 ,13.8 ,1.24,2.5 ,17,8.5 ,7,19.4 ,16.5 ,65.0 ,45.3 ,57.8 ,90.2 ,85.5 ,59.4 ,59.7 ,6.6 ,1017
2002,Jose Ortiz,Rockies,215,.288,21.7 ,44.1 ,34.2 ,16.4 ,1.29,1.8 ,5,7.0 ,2,40.0 ,15.3 ,68.3 ,45.4 ,35.3 ,83.3 ,76.3 ,56.8 ,66.5 ,10.6 ,442
2010,Trevor Crowe,Indians,479,.297,18.0 ,52.9 ,29.1 ,9.5 ,1.82,1.9 ,12,6.3 ,1,7.7 ,31.6 ,58.8 ,44.0 ,78.5 ,89.8 ,85.4 ,45.8 ,58.5 ,6.2 ,3402
2007,Reed Johnson,Blue Jays,307,.290,19.0 ,46.9 ,34.1 ,12.5 ,1.38,2.8 ,5,5.1 ,2,15.4 ,28.1 ,61.0 ,46.1 ,61.2 ,88.1 ,80.7 ,54.8 ,57.7 ,8.8 ,1702
2003,Miguel Olivo,White Sox,346,.296,24.2 ,42.0 ,33.8 ,19.2 ,1.24,7.7 ,7,7.2 ,4,33.3 ,24.0 ,66.7 ,46.2 ,40.3 ,83.6 ,72.8 ,52.1 ,64.2 ,12.5 ,1638
2008,Esteban German,Royals,242,.299,21.5 ,52.9 ,25.6 ,2.3 ,2.07,0.0 ,2,2.2 ,2,22.2 ,18.8 ,59.0 ,41.3 ,63.3 ,91.7 ,86.0 ,55.9 ,62.0 ,5.7 ,1449
2010,Don Kelly,Tigers,251,.259,19.3 ,32.0 ,48.7 ,12.5 ,0.66,9.4 ,8,12.7 ,1,50.0 ,34.5 ,69.8 ,50.5 ,77.3 ,87.9 ,84.0 ,45.4 ,61.4 ,7.9 ,2216
2006,Jason LaRue,Reds,230,.218,20.0 ,43.6 ,36.4 ,7.8 ,1.20,15.7 ,2,3.3 ,0,0.0 ,18.9 ,73.5 ,46.8 ,34.2 ,81.0 ,71.8 ,51.2 ,60.9 ,12.6 ,337
2005,Nick Punto,Twins,439,.294,21.5 ,50.9 ,27.6 ,11.1 ,1.84,4.9 ,3,2.0 ,11,45.8 ,17.6 ,62.6 ,42.4 ,72.4 ,90.6 ,87.2 ,55.1 ,62.6 ,5.2 ,1429
2012,Yunel Escobar,Blue Jays,608,.273,18.7 ,56.3 ,25.1 ,4.1 ,2.25,7.4 ,19,6.9 ,2,16.7 ,28.8 ,63.5 ,45.3 ,69.1 ,91.7 ,84.2 ,47.5 ,56.9 ,6.9 ,4191
2003,Tony Batista,Orioles,670,.240,20.7 ,32.5 ,46.7 ,20.4 ,0.70,10.4 ,7,4.0 ,0,0.0 ,22.9 ,72.8 ,49.4 ,54.9 ,87.5 ,80.4 ,53.0 ,59.3 ,9.6 ,124
2006,Brian Anderson,White Sox,405,.274,20.8 ,43.8 ,35.4 ,12.4 ,1.24,8.2 ,10,8.3 ,1,16.7 ,28.0 ,71.5 ,51.5 ,41.0 ,87.6 ,76.0 ,54.0 ,65.7 ,12.2 ,6144
2010,Luis Castillo,Mets,299,.259,14.4 ,70.4 ,15.3 ,0.0 ,4.61,0.0 ,11,7.2 ,4,21.1 ,17.3 ,49.4 ,32.6 ,92.5 ,95.0 ,94.3 ,47.8 ,55.2 ,1.8 ,513
2012,John Buck,Marlins,398,.235,17.4 ,42.7 ,39.8 ,8.3 ,1.07,12.5 ,4,3.9 ,0,0.0 ,26.5 ,65.1 ,45.1 ,54.6 ,81.5 ,73.3 ,48.2 ,61.1 ,11.6 ,2041
2012,Jose Molina,Rays,274,.262,18.4 ,52.1 ,29.5 ,17.9 ,1.77,14.3 ,5,5.1 ,1,50.0 ,39.5 ,68.7 ,53.0 ,69.8 ,87.0 ,80.1 ,46.1 ,68.6 ,10.2 ,25
2012,Brandon Crawford,Giants,476,.307,22.7 ,47.2 ,30.1 ,13.7 ,1.57,3.9 ,9,5.6 ,2,33.3 ,34.7 ,69.0 ,50.0 ,64.8 ,83.6 ,76.4 ,44.5 ,59.2 ,11.4 ,5343
2011,Magglio Ordonez,Tigers,357,.275,25.0 ,48.6 ,26.4 ,9.1 ,1.84,6.5 ,4,2.8 ,0,0.0 ,30.6 ,78.6 ,52.7 ,72.0 ,94.5 ,87.4 ,46.0 ,63.3 ,6.5 ,248
2006,Jose Guillen,Nationals,268,.228,14.1 ,40.9 ,44.9 ,6.7 ,0.91,10.1 ,4,4.9 ,0,0.0 ,25.8 ,69.8 ,49.1 ,60.0 ,87.1 ,80.4 ,52.9 ,61.6 ,9.2 ,57
2004,Dee Brown,Royals,209,.317,17.8 ,45.9 ,36.3 ,15.1 ,1.26,7.5 ,2,3.0 ,0,0.0 ,21.4 ,78.7 ,55.0 ,43.9 ,78.0 ,72.5 ,58.6 ,59.8 ,14.7 ,593
2008,Eric Byrnes,Diamondbacks,224,.226,18.8 ,38.8 ,42.4 ,22.2 ,0.92,8.3 ,4,6.1 ,0,0.0 ,25.8 ,69.0 ,47.8 ,70.7 ,86.1 ,82.0 ,50.8 ,63.0 ,8.6 ,905
2003,Michael Barrett,Expos,252,.206,16.9 ,48.1 ,34.9 ,7.6 ,1.38,15.2 ,4,4.4 ,0,0.0 ,32.1 ,73.1 ,52.7 ,61.9 ,86.6 ,79.1 ,50.3 ,62.3 ,10.8 ,762
2007,Jamey Carroll,Rockies,268,.253,24.9 ,43.5 ,31.6 ,6.6 ,1.38,3.3 ,7,8.3 ,1,11.1 ,17.3 ,59.0 ,40.1 ,73.5 ,91.8 ,88.2 ,54.7 ,57.8 ,4.5 ,1591
2006,Willie Bloomquist,Mariners,283,.288,16.9 ,46.4 ,36.7 ,10.5 ,1.26,1.3 ,10,10.4 ,2,25.0 ,20.5 ,64.9 ,44.3 ,61.5 ,91.8 ,85.3 ,53.6 ,60.4 ,6.6 ,1066
2003,Shawn Wooten,Angels,300,.265,22.2 ,39.6 ,38.3 ,20.5 ,1.03,8.0 ,0,0.0 ,0,0.0 ,24.0 ,75.0 ,50.5 ,51.6 ,89.7 ,81.0 ,52.0 ,57.7 ,9.5 ,43
2008,Jay Payton,Orioles,364,.270,19.4 ,44.9 ,35.7 ,16.8 ,1.26,6.9 ,17,13.4 ,1,25.0 ,35.1 ,68.0 ,51.6 ,68.6 ,92.1 ,84.1 ,50.1 ,65.7 ,8.0 ,890
2012,Casey McGehee,- - -,352,.248,15.5 ,51.0 ,33.5 ,9.5 ,1.52,10.7 ,6,4.7 ,0,0.0 ,28.4 ,57.1 ,41.3 ,70.9 ,86.2 ,80.4 ,45.0 ,56.0 ,8.0 ,6086
2009,Adam Rosales,Reds,266,.246,15.6 ,44.6 ,39.8 ,12.2 ,1.12,5.4 ,5,6.0 ,0,0.0 ,22.5 ,63.7 ,43.7 ,47.5 ,88.1 ,77.9 ,51.4 ,58.3 ,9.4 ,9682
2002,Luis Alicea,Royals,273,.262,22.1 ,47.7 ,30.3 ,6.8 ,1.58,1.7 ,3,3.2 ,3,27.3 ,11.7 ,61.4 ,38.3 ,49.1 ,93.7 ,87.3 ,53.4 ,57.5 ,5.0 ,584
2003,Paul Bako,Cubs,213,.303,22.3 ,46.0 ,31.7 ,15.9 ,1.45,0.0 ,6,9.4 ,2,50.0 ,22.3 ,68.9 ,45.3 ,23.6 ,88.2 ,72.1 ,49.5 ,65.3 ,12.7 ,676
2010,Jake Fox,- - -,211,.252,12.7 ,39.3 ,48.0 ,11.1 ,0.82,9.7 ,6,10.2 ,0,0.0 ,46.8 ,75.3 ,59.5 ,49.4 ,82.8 ,68.2 ,44.4 ,71.6 ,18.5 ,6267
2003,Endy Chavez,Expos,526,.275,22.3 ,54.7 ,23.0 ,14.9 ,2.37,5.3 ,11,4.9 ,10,35.7 ,24.6 ,61.2 ,44.2 ,73.1 ,89.2 ,85.0 ,53.5 ,62.6 ,6.7 ,768
2011,Jordan Schafer,- - -,338,.307,25.7 ,44.4 ,29.9 ,7.8 ,1.48,3.1 ,13,13.7 ,9,39.1 ,28.1 ,67.0 ,45.3 ,70.6 ,88.4 ,82.3 ,44.4 ,60.7 ,7.9 ,9883
2006,Brian Schneider,Nationals,455,.295,22.9 ,47.2 ,29.9 ,11.7 ,1.58,3.9 ,5,3.1 ,1,33.3 ,25.3 ,70.8 ,48.3 ,52.8 ,86.9 ,78.1 ,50.7 ,53.4 ,10.1 ,795
2012,Ryan Theriot,Giants,384,.308,25.1 ,52.1 ,22.8 ,7.1 ,2.29,0.0 ,11,6.9 ,0,0.0 ,27.7 ,59.6 ,43.3 ,81.2 ,93.2 ,89.3 ,48.8 ,64.6 ,4.4 ,3811
2008,Melky Cabrera,Yankees,453,.271,18.6 ,46.5 ,34.9 ,15.3 ,1.33,6.5 ,8,4.8 ,2,25.0 ,28.4 ,63.1 ,46.2 ,71.4 ,94.3 ,87.5 ,51.4 ,60.0 ,5.6 ,4022
2011,Xavier Nady,Diamondbacks,223,.294,15.9 ,47.0 ,37.2 ,9.8 ,1.26,6.6 ,6,7.8 ,0,0.0 ,35.3 ,70.6 ,52.1 ,66.7 ,88.8 ,80.9 ,47.6 ,61.0 ,9.4 ,1658
2012,Jeff Baker,- - -,201,.297,26.8 ,47.9 ,25.4 ,2.8 ,1.89,11.1 ,6,8.8 ,0,0.0 ,33.9 ,68.0 ,49.3 ,65.2 ,89.4 ,80.2 ,45.1 ,62.7 ,9.3 ,2073
2006,Bobby Crosby,Athletics,398,.265,17.7 ,47.2 ,35.1 ,5.1 ,1.34,9.1 ,14,10.5 ,2,50.0 ,21.4 ,64.2 ,43.5 ,49.1 ,86.7 ,77.8 ,51.8 ,54.8 ,9.5 ,1818
2009,Rod Barajas,Blue Jays,460,.229,14.2 ,29.2 ,56.7 ,13.2 ,0.51,9.3 ,4,3.8 ,0,0.0 ,33.8 ,73.3 ,54.0 ,68.5 ,88.0 ,82.1 ,51.0 ,58.9 ,9.5 ,45
2004,Juan Castro,Reds,316,.279,15.8 ,44.5 ,39.7 ,12.2 ,1.12,5.1 ,7,6.4 ,0,0.0 ,14.1 ,75.1 ,51.9 ,44.2 ,83.4 ,79.4 ,62.0 ,64.2 ,10.6 ,315
2007,Marcus Giles,Padres,476,.273,20.3 ,43.5 ,36.2 ,4.1 ,1.20,3.3 ,6,4.1 ,0,0.0 ,23.0 ,74.1 ,48.8 ,55.6 ,86.6 ,79.4 ,50.5 ,62.2 ,10.0 ,89
2006,Joey Gathright,- - -,445,.289,16.2 ,66.9 ,16.9 ,17.0 ,3.96,2.1 ,25,13.4 ,11,26.2 ,21.3 ,69.7 ,46.7 ,64.1 ,89.6 ,84.1 ,52.6 ,62.3 ,7.3 ,3913
2005,Yorvit Torrealba,- - -,224,.297,14.3 ,59.9 ,25.9 ,2.6 ,2.32,7.9 ,4,4.5 ,0,0.0 ,22.6 ,62.4 ,43.5 ,46.0 ,84.6 ,75.1 ,52.5 ,62.1 ,10.6 ,1135
2005,Jose Molina,Angels,203,.263,19.7 ,49.6 ,30.7 ,19.0 ,1.62,14.3 ,2,2.9 ,2,22.2 ,23.4 ,72.3 ,50.6 ,60.5 ,82.1 ,77.7 ,55.6 ,68.5 ,11.2 ,25
2012,Alexei Ramirez,White Sox,621,.290,19.8 ,46.4 ,33.7 ,12.6 ,1.38,5.1 ,25,10.4 ,1,20.0 ,41.5 ,68.4 ,54.0 ,74.1 ,92.5 ,85.0 ,46.6 ,63.0 ,7.9 ,5133
2003,Orlando Merced,Astros,230,.258,17.1 ,49.7 ,33.1 ,8.3 ,1.50,5.0 ,3,3.3 ,0,0.0 ,24.4 ,72.0 ,48.0 ,46.2 ,87.4 ,76.9 ,49.7 ,56.1 ,11.0 ,1393
2009,Jack Hannahan,- - -,301,.275,18.3 ,40.1 ,41.6 ,8.5 ,0.96,4.9 ,3,3.8 ,0,0.0 ,20.8 ,64.0 ,42.4 ,49.6 ,86.3 ,77.3 ,49.9 ,56.2 ,9.5 ,3692
2007,Jose Lopez,Mariners,561,.268,17.0 ,45.7 ,37.4 ,16.9 ,1.22,6.4 ,19,9.0 ,2,16.7 ,31.7 ,66.6 ,50.2 ,70.9 ,92.2 ,85.9 ,53.0 ,59.7 ,7.0 ,3114
2005,Jason Phillips,Dodgers,434,.248,21.0 ,45.3 ,33.7 ,11.8 ,1.34,8.4 ,3,1.9 ,0,0.0 ,27.3 ,75.2 ,53.0 ,53.7 ,93.1 ,83.7 ,53.7 ,58.8 ,8.5 ,892
2008,Brad Wilkerson,- - -,309,.274,15.6 ,47.2 ,37.2 ,13.5 ,1.27,5.4 ,2,2.1 ,2,33.3 ,19.8 ,62.1 ,41.3 ,62.7 ,81.7 ,77.2 ,50.9 ,55.0 ,9.3 ,804
2009,Ramon Vazquez,Pirates,239,.291,19.5 ,46.5 ,34.0 ,9.3 ,1.37,1.9 ,3,4.1 ,0,0.0 ,18.2 ,61.3 ,39.8 ,62.7 ,87.9 ,82.2 ,50.2 ,53.1 ,6.8 ,1058
2005,Nook Logan,Tigers,356,.305,17.3 ,53.6 ,29.1 ,11.6 ,1.84,1.4 ,15,11.8 ,11,24.4 ,20.7 ,66.5 ,47.2 ,50.5 ,88.8 ,81.7 ,57.8 ,67.7 ,8.6 ,2076
2010,Ivan Rodriguez,Nationals,421,.307,18.2 ,61.0 ,20.8 ,8.6 ,2.93,5.7 ,12,5.9 ,0,0.0 ,43.2 ,72.6 ,57.0 ,69.8 ,89.3 ,81.5 ,46.9 ,61.5 ,9.9 ,1275
2007,Michael Barrett,- - -,367,.266,19.0 ,39.8 ,41.2 ,12.6 ,0.97,7.6 ,6,5.2 ,1,50.0 ,35.9 ,66.8 ,52.2 ,65.1 ,92.2 ,83.4 ,52.8 ,66.8 ,8.5 ,762
2005,Bret Boone,- - -,360,.255,19.2 ,39.8 ,41.0 ,9.3 ,0.97,6.5 ,5,4.8 ,1,50.0 ,20.1 ,63.0 ,43.1 ,49.6 ,85.8 ,77.9 ,53.5 ,60.6 ,9.6 ,1067
2011,Mark Ellis,- - -,519,.280,17.3 ,45.9 ,36.8 ,11.4 ,1.25,4.7 ,13,7.0 ,0,0.0 ,32.1 ,62.5 ,46.8 ,74.2 ,92.1 ,85.7 ,48.3 ,61.5 ,6.6 ,1443
2009,Taylor Teagarden,Rangers,218,.314,17.1 ,42.3 ,40.7 ,6.0 ,1.04,12.0 ,4,7.7 ,1,25.0 ,29.5 ,64.4 ,47.0 ,49.2 ,69.6 ,63.2 ,50.1 ,65.6 ,17.1 ,5199
2009,Edgar Renteria,Giants,510,.281,21.0 ,48.1 ,30.9 ,9.9 ,1.55,4.1 ,7,3.7 ,3,30.0 ,24.7 ,66.7 ,45.4 ,70.3 ,90.1 ,84.6 ,49.2 ,57.3 ,6.8 ,1178
2008,Endy Chavez,Mets,298,.285,19.1 ,52.7 ,28.2 ,8.8 ,1.87,1.5 ,9,7.1 ,3,16.7 ,25.3 ,55.4 ,41.5 ,78.5 ,93.1 ,88.9 ,53.8 ,51.7 ,4.4 ,768
2010,Jonathan Lucroy,Brewers,297,.287,18.8 ,43.6 ,37.6 ,12.5 ,1.16,4.5 ,9,8.8 ,0,0.0 ,36.8 ,62.3 ,49.1 ,73.4 ,92.7 ,85.2 ,48.2 ,59.6 ,7.0 ,7870
2011,Luke Hughes,Twins,317,.282,20.8 ,41.6 ,37.6 ,10.5 ,1.11,9.2 ,7,8.3 ,4,44.4 ,32.1 ,65.9 ,47.9 ,64.5 ,85.5 ,78.0 ,46.8 ,68.1 ,10.2 ,4898
2002,Jeff Cirillo,Mariners,547,.273,18.9 ,40.1 ,41.1 ,13.4 ,0.98,3.5 ,15,8.9 ,7,33.3 ,18.6 ,71.7 ,49.1 ,46.7 ,90.6 ,83.6 ,57.5 ,62.3 ,8.2 ,1073
2010,Nate McLouth,Braves,288,.221,15.8 ,40.4 ,43.7 ,11.3 ,0.93,7.5 ,5,6.8 ,1,10.0 ,21.1 ,61.3 ,39.9 ,73.1 ,92.2 ,86.9 ,46.9 ,52.4 ,5.1 ,3190
2008,Carlos Ruiz,Phillies,373,.237,16.8 ,54.3 ,28.9 ,9.9 ,1.88,4.9 ,5,3.3 ,1,14.3 ,14.8 ,57.1 ,37.4 ,75.0 ,94.4 ,90.8 ,53.5 ,55.5 ,3.3 ,2579
2003,Einar Diaz,Rangers,361,.272,24.7 ,40.8 ,34.4 ,18.4 ,1.18,3.9 ,9,7.4 ,2,18.2 ,26.3 ,63.3 ,47.9 ,56.5 ,95.5 ,86.5 ,58.2 ,64.8 ,6.4 ,378
2004,Bill Hall,Brewers,415,.318,21.1 ,42.1 ,36.8 ,13.3 ,1.14,9.2 ,8,7.1 ,3,33.3 ,20.1 ,70.5 ,48.8 ,40.4 ,75.6 ,69.4 ,56.9 ,61.0 ,14.9 ,1605
2002,Aaron Guiel,Royals,269,.291,25.3 ,44.0 ,30.8 ,10.7 ,1.43,7.1 ,1,1.3 ,0,0.0 ,17.2 ,66.7 ,44.9 ,39.5 ,85.1 ,77.4 ,55.9 ,57.6 ,9.9 ,1503
2011,Alex Gonzalez,Braves,593,.285,19.9 ,37.9 ,42.2 ,17.8 ,0.90,8.1 ,11,6.6 ,1,16.7 ,43.4 ,68.0 ,55.0 ,69.2 ,88.1 ,80.2 ,47.2 ,62.9 ,10.6 ,520
2005,Desi Relaford,Rockies,238,.274,19.2 ,44.3 ,36.5 ,18.0 ,1.21,1.6 ,3,4.1 ,0,0.0 ,13.2 ,63.3 ,39.9 ,55.4 ,89.3 ,84.1 ,53.4 ,55.9 ,6.3 ,1096
2004,Tim Salmon,Angels,206,.306,23.5 ,32.9 ,43.6 ,10.8 ,0.75,3.1 ,4,8.2 ,0,0.0 ,17.1 ,73.8 ,47.9 ,36.2 ,84.3 ,76.5 ,54.4 ,57.8 ,10.9 ,32
2003,Jose Hernandez,- - -,571,.311,21.1 ,46.5 ,32.4 ,8.0 ,1.44,11.6 ,6,3.7 ,0,0.0 ,26.4 ,72.2 ,48.0 ,41.4 ,77.5 ,67.0 ,47.1 ,57.8 ,15.8 ,688
2007,Royce Clayton,- - -,216,.326,20.8 ,50.7 ,28.5 ,9.8 ,1.78,2.4 ,3,4.1 ,1,25.0 ,29.3 ,68.7 ,51.4 ,43.7 ,85.1 ,74.8 ,56.2 ,66.7 ,12.8 ,226
2007,Dioner Navarro,Devil Rays,434,.249,17.0 ,41.8 ,41.2 ,10.5 ,1.02,6.8 ,3,2.2 ,3,30.0 ,23.6 ,67.9 ,46.1 ,57.8 ,92.6 ,83.8 ,50.9 ,58.8 ,7.3 ,3179
2011,Yuniesky Betancourt,Brewers,584,.259,17.6 ,41.5 ,40.9 ,17.6 ,1.01,6.4 ,11,5.3 ,1,25.0 ,40.3 ,76.9 ,57.4 ,71.1 ,94.6 ,85.8 ,46.7 ,66.1 ,7.9 ,8585
2005,Brian Jordan,Braves,251,.292,12.8 ,51.6 ,35.6 ,13.4 ,1.45,4.5 ,13,13.4 ,0,0.0 ,22.6 ,76.7 ,51.9 ,39.6 ,86.0 ,76.8 ,54.2 ,59.8 ,12.0 ,658
