Season,Name,Team,PA,BABIP,LD,GB,FB,IFFB,GB/FB,HR/FB,IFH,IFH,BUH,BUH,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone,F-Strike,SwStr,playerid
2003,Trot Nixon,Red Sox,513,.334,24.2 ,28.5 ,47.3 ,14.6 ,0.60,17.1 ,6,6.1 ,0,0.0 ,18.8 ,69.5 ,43.1 ,37.2 ,87.3 ,75.9 ,48.0 ,58.3 ,10.4 ,204
2007,Jim Thome,White Sox,536,.316,17.9 ,42.9 ,39.2 ,5.1 ,1.09,29.7 ,2,1.6 ,0,0.0 ,16.0 ,65.8 ,39.1 ,39.9 ,80.5 ,71.6 ,46.5 ,52.4 ,10.8 ,409
2002,Chipper Jones,Braves,662,.349,25.7 ,40.8 ,33.5 ,8.4 ,1.22,16.8 ,5,2.6 ,1,100.0 ,11.4 ,72.4 ,42.2 ,39.4 ,84.3 ,78.3 ,50.6 ,51.8 ,9.0 ,97
2002,Lance Berkman,Astros,692,.302,21.0 ,40.1 ,38.8 ,7.8 ,1.03,23.5 ,12,6.5 ,1,50.0 ,16.1 ,71.8 ,43.8 ,31.9 ,82.7 ,73.3 ,49.7 ,50.4 ,11.5 ,548
2005,Manny Ramirez,Red Sox,650,.295,24.3 ,37.4 ,38.3 ,6.5 ,0.98,26.6 ,6,3.6 ,0,0.0 ,21.3 ,70.1 ,45.5 ,57.5 ,85.3 ,78.7 ,49.6 ,54.9 ,9.5 ,210
2004,Vladimir Guerrero,Angels,680,.329,20.9 ,41.8 ,37.4 ,9.3 ,1.12,19.1 ,10,4.4 ,0,0.0 ,29.9 ,90.2 ,61.4 ,59.2 ,88.6 ,81.8 ,52.3 ,62.8 ,11.0 ,778
2006,Matt Holliday,Rockies,667,.351,21.0 ,44.6 ,34.3 ,6.5 ,1.30,20.0 ,14,6.3 ,0,0.0 ,27.7 ,79.4 ,54.9 ,59.3 ,85.0 ,78.9 ,52.6 ,61.2 ,11.4 ,1873
2011,Prince Fielder,Brewers,692,.306,19.8 ,43.1 ,37.1 ,6.3 ,1.16,21.8 ,11,5.4 ,0,0.0 ,31.1 ,66.6 ,44.6 ,67.1 ,91.2 ,80.8 ,38.0 ,55.4 ,8.0 ,4613
2008,Mark Teixeira,- - -,685,.316,20.7 ,42.8 ,36.5 ,7.9 ,1.17,18.5 ,14,6.7 ,0,0.0 ,20.1 ,62.1 ,39.8 ,60.2 ,91.4 ,83.0 ,46.8 ,52.1 ,6.6 ,1281
2008,Alex Rodriguez,Yankees,594,.328,18.1 ,42.0 ,39.9 ,9.4 ,1.05,22.0 ,14,8.4 ,0,0.0 ,22.9 ,68.0 ,46.1 ,51.6 ,83.5 ,75.8 ,51.4 ,60.1 ,10.7 ,1274
2008,Matt Holliday,Rockies,623,.359,21.7 ,45.5 ,32.7 ,9.1 ,1.39,17.5 ,20,10.1 ,0,0.0 ,26.5 ,77.8 ,51.2 ,57.7 ,83.5 ,76.6 ,48.2 ,59.6 ,11.6 ,1873
2006,Barry Bonds,Giants,493,.251,20.2 ,30.3 ,49.5 ,10.2 ,0.61,16.6 ,1,1.0 ,0,0.0 ,13.2 ,65.0 ,37.3 ,59.7 ,92.2 ,86.0 ,46.5 ,48.5 ,4.8 ,1109
2006,Garrett Atkins,Rockies,695,.335,22.0 ,37.0 ,41.1 ,4.6 ,0.90,13.2 ,11,5.6 ,0,0.0 ,14.7 ,61.7 ,40.0 ,63.1 ,93.9 ,88.6 ,53.8 ,55.8 ,4.3 ,1790
2012,Mike Trout,Angels,639,.383,22.6 ,44.4 ,33.0 ,4.3 ,1.35,21.6 ,22,11.8 ,3,50.0 ,26.5 ,55.1 ,40.1 ,71.0 ,87.6 ,81.8 ,47.4 ,57.3 ,7.1 ,10155
2008,Ryan Ludwick,Cardinals,617,.342,26.3 ,27.3 ,46.5 ,8.6 ,0.59,19.9 ,8,7.3 ,0,0.0 ,24.2 ,68.2 ,47.2 ,47.4 ,83.7 ,74.8 ,52.3 ,58.4 ,11.6 ,1260
2006,Carlos Beltran,Mets,617,.263,16.8 ,36.5 ,46.6 ,11.3 ,0.78,21.1 ,10,6.6 ,3,100.0 ,16.4 ,59.3 ,37.5 ,58.0 ,91.6 ,84.2 ,49.3 ,49.9 ,5.9 ,589
2004,David Ortiz,Red Sox,669,.322,19.5 ,34.6 ,46.0 ,6.7 ,0.75,19.5 ,7,4.4 ,0,0.0 ,15.2 ,75.1 ,46.8 ,46.1 ,83.9 ,78.1 ,52.8 ,54.7 ,10.1 ,745
2011,Lance Berkman,Cardinals,587,.315,22.1 ,38.7 ,39.2 ,8.3 ,0.99,19.9 ,10,6.5 ,1,100.0 ,25.4 ,75.6 ,46.5 ,63.7 ,86.5 ,79.3 ,42.1 ,54.9 ,9.3 ,548
2005,Carlos Delgado,Marlins,616,.332,22.7 ,39.9 ,37.4 ,7.9 ,1.07,21.7 ,7,4.3 ,0,0.0 ,21.4 ,73.6 ,48.1 ,50.6 ,79.0 ,72.8 ,51.2 ,55.4 ,12.7 ,1297
2011,Adrian Gonzalez,Red Sox,715,.380,21.2 ,46.7 ,32.1 ,5.5 ,1.45,16.4 ,9,3.8 ,2,100.0 ,35.5 ,69.9 ,49.2 ,72.1 ,89.2 ,81.8 ,39.8 ,55.8 ,8.4 ,1908
2009,Ben Zobrist,Rays,599,.326,20.0 ,41.5 ,38.5 ,5.2 ,1.08,17.5 ,11,6.6 ,1,50.0 ,19.5 ,59.3 ,37.8 ,65.3 ,88.3 ,81.9 ,45.9 ,52.8 ,6.6 ,7435
2011,David Ortiz,Red Sox,605,.321,21.4 ,41.1 ,37.5 ,6.6 ,1.10,17.5 ,7,3.8 ,0,0.0 ,27.9 ,68.4 ,44.5 ,72.9 ,89.5 ,83.3 ,40.9 ,56.9 ,7.0 ,745
2007,Mark Teixeira,- - -,575,.342,19.8 ,39.3 ,40.9 ,8.9 ,0.96,19.1 ,5,3.3 ,0,0.0 ,20.2 ,62.6 ,40.5 ,52.8 ,87.4 ,78.4 ,47.8 ,55.0 ,8.6 ,1281
2009,Hanley Ramirez,Marlins,652,.379,19.8 ,38.6 ,41.5 ,9.5 ,0.93,12.1 ,17,9.2 ,1,50.0 ,26.0 ,71.0 ,47.6 ,62.2 ,88.0 ,80.7 ,48.1 ,59.5 ,8.9 ,8001
2005,Jason Bay,Pirates,707,.350,23.8 ,35.6 ,40.6 ,6.4 ,0.88,17.0 ,15,9.1 ,0,0.0 ,17.9 ,66.7 ,43.3 ,47.4 ,83.5 ,76.4 ,52.2 ,54.7 ,10.0 ,1717
2006,Jason Giambi,Yankees,579,.245,16.4 ,30.3 ,53.3 ,10.8 ,0.57,20.0 ,3,2.9 ,0,0.0 ,12.9 ,61.2 ,36.9 ,58.4 ,85.8 ,80.9 ,49.6 ,50.6 ,6.8 ,818
2010,Troy Tulowitzki,Rockies,529,.327,15.0 ,44.9 ,40.1 ,16.5 ,1.12,17.1 ,14,7.9 ,2,50.0 ,27.8 ,60.6 ,43.2 ,76.1 ,91.1 ,86.0 ,47.1 ,57.8 ,5.9 ,3531
2012,Buster Posey,Giants,610,.368,24.6 ,46.5 ,28.9 ,3.9 ,1.61,18.8 ,17,8.3 ,0,0.0 ,27.2 ,60.7 ,42.5 ,77.1 ,89.6 ,85.3 ,45.7 ,57.2 ,6.0 ,9166
2008,Kevin Youkilis,Red Sox,621,.339,21.9 ,33.9 ,44.2 ,2.1 ,0.77,14.9 ,15,10.1 ,0,0.0 ,22.3 ,59.9 ,42.4 ,61.5 ,90.9 ,83.7 ,53.5 ,58.1 ,6.7 ,1935
2011,Joey Votto,Reds,719,.349,27.5 ,39.1 ,33.4 ,0.6 ,1.17,18.2 ,9,4.8 ,0,0.0 ,25.5 ,68.7 ,43.2 ,66.7 ,85.5 ,78.9 ,41.0 ,54.4 ,8.7 ,4314
2007,Milton Bradley,- - -,244,.327,18.6 ,38.9 ,42.5 ,9.9 ,0.92,18.3 ,4,6.2 ,0,0.0 ,20.5 ,70.3 ,45.2 ,58.0 ,83.4 ,77.6 ,49.6 ,60.3 ,9.6 ,369
2012,Giancarlo Stanton,Marlins,501,.344,22.1 ,36.2 ,41.7 ,9.4 ,0.87,28.9 ,9,8.1 ,0,0.0 ,37.1 ,66.0 ,49.1 ,49.5 ,83.0 ,68.3 ,41.6 ,60.9 ,14.7 ,4949
2007,Hanley Ramirez,Marlins,706,.353,18.0 ,40.1 ,41.9 ,11.0 ,0.96,12.7 ,21,9.6 ,3,37.5 ,24.1 ,65.3 ,45.3 ,62.1 ,92.3 ,84.5 ,51.4 ,60.3 ,6.7 ,8001
2006,Wes Helms,Marlins,278,.383,26.3 ,37.9 ,35.8 ,5.9 ,1.06,14.7 ,1,1.4 ,1,16.7 ,20.2 ,67.5 ,45.5 ,45.7 ,85.9 ,77.6 ,53.6 ,57.6 ,9.9 ,94
2005,Mark Teixeira,Rangers,730,.315,22.2 ,39.0 ,38.8 ,9.9 ,1.00,21.2 ,12,5.9 ,0,0.0 ,19.6 ,71.6 ,45.8 ,46.5 ,88.1 ,79.3 ,50.4 ,54.1 ,9.3 ,1281
2002,Albert Pujols,Cardinals,675,.308,21.9 ,42.9 ,35.1 ,14.7 ,1.22,18.5 ,15,6.7 ,0,0.0 ,15.1 ,66.6 ,42.3 ,49.4 ,88.1 ,81.6 ,52.9 ,54.8 ,7.7 ,1177
2006,Nick Johnson,Nationals,628,.320,22.3 ,42.1 ,35.6 ,8.3 ,1.18,16.0 ,7,4.1 ,0,0.0 ,13.8 ,58.2 ,36.0 ,60.9 ,90.6 ,85.0 ,50.1 ,46.8 ,5.2 ,828
2008,Shin-Soo Choo,Indians,370,.367,22.8 ,41.1 ,36.1 ,8.0 ,1.14,16.1 ,4,4.0 ,1,50.0 ,23.9 ,68.6 ,44.7 ,53.4 ,84.1 ,75.4 ,46.6 ,51.4 ,10.7 ,3174
2003,Frank Thomas,White Sox,662,.265,21.1 ,23.9 ,54.9 ,13.4 ,0.44,17.6 ,6,5.8 ,0,0.0 ,13.6 ,63.0 ,37.6 ,57.9 ,86.7 ,81.3 ,48.5 ,52.4 ,7.0 ,255
2010,Nelson Cruz,Rangers,445,.348,18.0 ,37.2 ,44.9 ,6.2 ,0.83,15.2 ,16,13.3 ,0,0.0 ,30.4 ,73.6 ,50.3 ,63.5 ,81.2 ,75.4 ,46.1 ,59.6 ,11.9 ,2434
2003,Brian Giles,- - -,609,.304,23.7 ,33.3 ,42.9 ,13.3 ,0.78,10.6 ,9,6.2 ,0,0.0 ,15.1 ,70.7 ,41.5 ,63.3 ,93.6 ,87.8 ,47.5 ,56.3 ,5.0 ,990
2009,Adrian Gonzalez,Padres,681,.278,20.9 ,38.8 ,40.4 ,5.0 ,0.96,22.2 ,4,2.3 ,0,0.0 ,23.1 ,71.3 ,44.7 ,57.9 ,85.2 ,77.4 ,44.8 ,53.2 ,9.6 ,1908
2009,Ryan Braun,Brewers,708,.353,19.4 ,46.5 ,34.1 ,17.0 ,1.36,18.2 ,25,10.4 ,0,0.0 ,29.1 ,63.9 ,46.4 ,59.7 ,90.5 ,80.8 ,49.7 ,61.3 ,8.7 ,3410
2007,Miguel Cabrera,Marlins,680,.355,20.7 ,40.0 ,39.3 ,10.3 ,1.02,18.5 ,7,3.7 ,0,0.0 ,30.2 ,74.3 ,51.6 ,55.9 ,85.7 ,76.7 ,48.6 ,59.7 ,11.5 ,1744
2008,Hanley Ramirez,Marlins,693,.329,17.5 ,45.8 ,36.7 ,10.5 ,1.25,19.2 ,20,9.3 ,1,50.0 ,18.3 ,63.5 ,40.9 ,58.4 ,88.7 ,81.9 ,50.0 ,56.3 ,7.2 ,8001
2003,Matt Stairs,Pirates,357,.309,20.6 ,35.0 ,44.4 ,19.4 ,0.79,18.5 ,4,4.7 ,0,0.0 ,20.2 ,67.3 ,41.5 ,40.7 ,85.7 ,73.7 ,45.2 ,52.1 ,10.9 ,1384
2012,Andrew McCutchen,Pirates,673,.375,21.9 ,43.8 ,34.3 ,6.3 ,1.28,19.4 ,15,7.4 ,0,0.0 ,25.9 ,69.8 ,46.2 ,61.3 ,85.0 ,77.8 ,46.2 ,58.0 ,9.8 ,9847
2003,Melvin Mora,Orioles,413,.362,25.0 ,40.3 ,34.7 ,10.8 ,1.16,16.1 ,7,6.5 ,6,50.0 ,18.3 ,59.6 ,39.0 ,51.3 ,86.6 ,78.4 ,50.3 ,59.6 ,8.6 ,157
2003,Jason Giambi,Yankees,690,.259,21.0 ,27.0 ,52.0 ,12.0 ,0.52,19.7 ,6,5.6 ,0,0.0 ,16.1 ,64.9 ,38.6 ,39.6 ,83.2 ,73.4 ,46.1 ,52.5 ,10.2 ,818
2009,Mark Teixeira,Yankees,707,.302,19.8 ,36.4 ,43.8 ,9.6 ,0.83,17.8 ,8,4.4 ,0,0.0 ,21.8 ,63.7 ,41.1 ,64.0 ,90.6 ,83.0 ,46.1 ,54.2 ,6.7 ,1281
2002,Rafael Palmeiro,Rangers,663,.255,23.4 ,25.5 ,51.1 ,13.7 ,0.50,18.4 ,3,2.6 ,0,0.0 ,15.5 ,69.9 ,41.5 ,46.8 ,88.3 ,80.2 ,47.7 ,51.3 ,8.1 ,1266
2003,Richard Hidalgo,Astros,585,.339,25.1 ,32.0 ,42.9 ,12.9 ,0.75,15.7 ,5,3.8 ,0,0.0 ,20.3 ,71.3 ,46.2 ,45.0 ,86.4 ,77.5 ,50.7 ,59.2 ,10.3 ,561
2009,Miguel Cabrera,Tigers,685,.348,20.0 ,43.2 ,36.8 ,8.1 ,1.17,18.3 ,11,5.0 ,0,0.0 ,31.7 ,72.0 ,50.9 ,63.9 ,88.2 ,80.3 ,47.7 ,60.7 ,9.6 ,1744
2012,Brandon Moss,Athletics,296,.359,21.5 ,32.8 ,45.8 ,8.6 ,0.72,25.9 ,4,6.9 ,0,0.0 ,35.4 ,72.0 ,50.9 ,48.3 ,79.4 ,67.0 ,42.3 ,61.2 ,16.5 ,4467
2002,Erubiel Durazo,Diamondbacks,276,.282,21.2 ,37.6 ,41.2 ,2.9 ,0.91,23.5 ,1,1.6 ,0,0.0 ,16.2 ,68.2 ,41.4 ,38.7 ,83.3 ,74.4 ,48.6 ,51.8 ,10.6 ,1413
2004,Adam Dunn,Reds,681,.321,19.8 ,32.2 ,48.0 ,11.2 ,0.67,25.7 ,4,3.3 ,0,0.0 ,9.9 ,66.8 ,39.4 ,40.3 ,76.2 ,71.9 ,51.9 ,55.8 ,11.0 ,319
2002,Jeremy Giambi,- - -,398,.307,23.7 ,33.8 ,42.5 ,12.9 ,0.80,21.5 ,2,2.7 ,0,0.0 ,15.9 ,66.1 ,40.5 ,50.7 ,80.9 ,74.8 ,49.1 ,54.5 ,10.2 ,913
2006,Brian McCann,Braves,492,.332,21.8 ,35.0 ,43.1 ,10.0 ,0.81,14.1 ,3,2.2 ,0,0.0 ,24.1 ,73.2 ,48.4 ,66.2 ,92.3 ,85.8 ,49.6 ,54.3 ,6.7 ,4810
2009,Alex Rodriguez,Yankees,535,.303,20.0 ,42.3 ,37.7 ,6.8 ,1.12,22.7 ,8,5.4 ,0,0.0 ,21.1 ,67.4 ,42.6 ,58.8 ,84.9 ,78.0 ,46.6 ,55.5 ,9.1 ,1274
2003,Bill Mueller,Red Sox,600,.350,26.8 ,38.4 ,34.8 ,13.4 ,1.10,12.1 ,11,6.4 ,1,16.7 ,14.6 ,69.8 ,43.5 ,63.1 ,93.0 ,88.2 ,52.3 ,58.0 ,5.2 ,295
2003,Jim Thome,Phillies,698,.302,23.3 ,38.0 ,38.8 ,9.7 ,0.98,30.3 ,6,3.9 ,0,0.0 ,22.0 ,72.9 ,44.7 ,34.2 ,76.3 ,64.9 ,44.7 ,54.6 ,15.6 ,409
2007,Todd Helton,Rockies,682,.340,24.1 ,39.6 ,36.3 ,5.6 ,1.09,9.6 ,8,4.1 ,0,0.0 ,17.2 ,64.4 ,40.5 ,83.9 ,94.8 ,92.4 ,49.3 ,54.4 ,3.0 ,432
2002,Carlos Delgado,Blue Jays,628,.302,19.6 ,35.1 ,45.2 ,8.6 ,0.78,18.9 ,3,2.2 ,0,0.0 ,16.3 ,69.9 ,42.3 ,43.3 ,81.5 ,73.9 ,48.6 ,56.9 ,10.8 ,1297
2002,Bobby Abreu,Phillies,685,.354,24.9 ,42.5 ,32.6 ,4.7 ,1.30,13.4 ,7,3.6 ,3,75.0 ,14.1 ,58.3 ,36.6 ,37.1 ,88.5 ,78.8 ,50.9 ,52.9 ,7.7 ,945
2005,J.D. Drew,Dodgers,311,.300,15.1 ,46.3 ,38.5 ,10.1 ,1.20,19.0 ,9,9.5 ,0,0.0 ,12.8 ,69.5 ,40.9 ,32.5 ,87.9 ,79.1 ,49.5 ,54.7 ,8.5 ,1152
2003,David Ortiz,Red Sox,509,.292,27.5 ,33.8 ,38.7 ,7.7 ,0.87,21.8 ,2,1.6 ,0,0.0 ,21.7 ,73.2 ,46.1 ,45.1 ,88.0 ,77.4 ,47.4 ,58.4 ,10.3 ,745
2004,Jim Thome,Phillies,618,.298,17.7 ,37.3 ,45.0 ,9.1 ,0.83,25.5 ,8,5.8 ,0,0.0 ,16.2 ,74.5 ,45.5 ,38.6 ,76.5 ,69.8 ,50.2 ,56.6 ,13.1 ,409
2011,Jacoby Ellsbury,Red Sox,732,.336,22.9 ,43.0 ,34.1 ,10.4 ,1.26,16.7 ,22,9.1 ,1,14.3 ,27.7 ,63.2 ,44.3 ,75.1 ,91.6 ,86.1 ,46.7 ,58.2 ,6.0 ,4727
2008,J.D. Drew,Red Sox,456,.307,18.4 ,42.0 ,39.6 ,3.4 ,1.06,16.4 ,6,4.9 ,0,0.0 ,17.5 ,59.8 ,37.5 ,51.7 ,89.0 ,79.9 ,47.3 ,54.2 ,7.3 ,1152
2008,Mike Napoli,Angels,274,.294,16.7 ,30.9 ,52.5 ,10.6 ,0.59,23.5 ,6,12.0 ,0,0.0 ,22.2 ,64.7 ,42.7 ,59.1 ,77.9 ,72.8 ,48.2 ,57.3 ,10.9 ,3057
2006,Chris Duncan,Cardinals,314,.314,21.1 ,43.7 ,35.2 ,8.0 ,1.24,29.3 ,3,3.2 ,0,0.0 ,20.7 ,70.0 ,44.9 ,44.4 ,87.2 ,77.1 ,49.0 ,55.4 ,10.2 ,2722
2005,Morgan Ensberg,Astros,624,.301,17.2 ,37.4 ,45.4 ,12.8 ,0.82,19.3 ,13,8.4 ,0,0.0 ,12.8 ,68.7 ,42.6 ,32.6 ,83.2 ,76.1 ,53.2 ,59.8 ,10.0 ,556
2009,Pablo Sandoval,Giants,633,.350,18.6 ,44.9 ,36.5 ,7.9 ,1.23,14.0 ,16,7.3 ,3,50.0 ,41.7 ,83.0 ,58.4 ,75.5 ,87.8 ,82.6 ,40.5 ,60.5 ,9.8 ,5409
2005,Miguel Cabrera,Marlins,685,.358,24.5 ,38.3 ,37.2 ,8.7 ,1.03,17.9 ,11,5.8 ,0,0.0 ,23.5 ,68.4 ,47.5 ,50.5 ,87.8 ,79.2 ,53.5 ,56.8 ,9.5 ,1744
2005,Ken Griffey Jr.,Reds,555,.305,21.5 ,34.2 ,44.3 ,8.4 ,0.77,19.6 ,4,2.9 ,1,100.0 ,18.2 ,73.3 ,47.0 ,50.3 ,89.8 ,82.6 ,52.3 ,54.8 ,7.8 ,327
2005,Lance Berkman,Astros,565,.302,22.9 ,45.5 ,31.7 ,8.7 ,1.44,19.0 ,9,5.0 ,0,0.0 ,12.9 ,70.9 ,41.8 ,40.4 ,89.2 ,81.7 ,49.8 ,50.3 ,7.5 ,548
2007,Adam Dunn,Reds,632,.305,18.8 ,34.6 ,46.5 ,10.7 ,0.74,23.8 ,6,4.8 ,0,0.0 ,21.2 ,68.1 ,43.4 ,44.5 ,81.6 ,72.0 ,47.3 ,55.7 ,11.9 ,319
2009,Manny Ramirez,Dodgers,431,.328,25.4 ,32.7 ,41.9 ,7.9 ,0.78,16.7 ,3,3.4 ,0,0.0 ,21.5 ,65.9 ,41.9 ,66.2 ,84.6 ,79.5 ,45.9 ,55.5 ,8.1 ,210
2012,Prince Fielder,Tigers,690,.321,25.4 ,41.3 ,33.3 ,11.3 ,1.24,17.9 ,10,4.8 ,0,0.0 ,28.8 ,67.9 ,44.3 ,67.3 ,89.3 ,80.7 ,39.6 ,51.7 ,8.3 ,4613
2002,Gary Sheffield,Braves,579,.301,18.1 ,41.8 ,40.2 ,14.6 ,1.04,14.0 ,13,7.0 ,0,0.0 ,14.5 ,68.1 ,42.4 ,48.7 ,87.3 ,81.0 ,52.1 ,53.5 ,8.0 ,114
2006,Josh Bard,- - -,284,.370,20.6 ,52.2 ,27.3 ,1.8 ,1.91,15.8 ,4,3.7 ,0,0.0 ,23.2 ,70.0 ,47.2 ,61.9 ,92.5 ,85.2 ,51.3 ,64.4 ,6.7 ,1578
2004,Aramis Ramirez,Cubs,606,.303,23.0 ,33.7 ,43.3 ,11.7 ,0.78,16.9 ,9,5.4 ,0,0.0 ,20.6 ,79.4 ,52.3 ,68.7 ,86.0 ,82.8 ,53.9 ,57.4 ,8.6 ,1002
2012,Carlos Ruiz,Phillies,421,.339,24.0 ,43.4 ,32.6 ,5.7 ,1.33,15.1 ,4,2.8 ,1,100.0 ,32.8 ,64.4 ,47.3 ,74.4 ,94.0 ,86.7 ,46.0 ,59.6 ,6.1 ,2579
2010,Matt Holliday,Cardinals,675,.331,17.0 ,42.0 ,41.0 ,10.6 ,1.02,13.5 ,15,7.1 ,0,0.0 ,29.1 ,73.5 ,48.3 ,65.1 ,87.6 ,79.9 ,43.2 ,55.3 ,9.3 ,1873
2002,Jeff Kent,Giants,682,.324,23.0 ,35.2 ,41.7 ,6.4 ,0.84,16.9 ,17,9.2 ,0,0.0 ,14.9 ,74.1 ,47.6 ,44.0 ,85.5 ,79.7 ,55.1 ,59.8 ,9.8 ,1119
2007,Ryan Howard,Phillies,648,.328,24.3 ,31.5 ,44.2 ,2.7 ,0.71,31.5 ,2,1.9 ,0,0.0 ,25.8 ,70.0 ,45.4 ,39.2 ,76.5 ,64.7 ,44.4 ,52.5 ,15.1 ,2154
2003,Jorge Posada,Yankees,588,.304,21.4 ,42.5 ,36.1 ,9.6 ,1.18,22.2 ,11,6.9 ,0,0.0 ,17.6 ,65.5 ,40.4 ,34.3 ,87.6 ,75.3 ,47.5 ,52.0 ,9.8 ,841
2003,Lance Berkman,Astros,658,.319,20.8 ,41.2 ,38.0 ,15.9 ,1.09,15.2 ,10,5.6 ,0,0.0 ,17.1 ,69.2 ,41.1 ,37.0 ,87.2 ,75.9 ,46.0 ,53.3 ,9.7 ,548
2007,Jack Cust,Athletics,507,.355,23.2 ,42.2 ,34.6 ,3.7 ,1.22,31.7 ,0,0.0 ,0,0.0 ,13.8 ,62.4 ,36.1 ,35.4 ,74.3 ,66.3 ,45.9 ,53.7 ,12.1 ,1564
2005,Vladimir Guerrero,Angels,594,.299,18.2 ,43.2 ,38.6 ,11.4 ,1.12,17.4 ,11,5.3 ,0,0.0 ,32.2 ,84.2 ,55.7 ,66.5 ,91.0 ,83.3 ,45.3 ,57.2 ,8.7 ,778
2003,Milton Bradley,Indians,451,.371,28.9 ,40.0 ,31.1 ,9.5 ,1.28,10.5 ,6,4.9 ,3,75.0 ,16.6 ,71.0 ,42.9 ,43.1 ,87.7 ,78.8 ,48.3 ,54.6 ,9.0 ,369
2005,Moises Alou,Giants,490,.320,20.9 ,41.5 ,37.6 ,12.3 ,1.10,13.0 ,17,10.6 ,0,0.0 ,19.4 ,79.2 ,47.8 ,51.5 ,90.6 ,82.3 ,47.5 ,53.5 ,8.6 ,261
2007,Vladimir Guerrero,Angels,660,.324,15.6 ,48.5 ,35.9 ,9.7 ,1.35,14.5 ,19,7.6 ,0,0.0 ,45.3 ,82.3 ,57.4 ,71.3 ,90.1 ,80.1 ,32.7 ,57.9 ,10.7 ,778
2008,David Wright,Mets,736,.321,25.6 ,36.2 ,38.2 ,7.6 ,0.95,16.7 ,16,8.5 ,0,0.0 ,21.9 ,69.6 ,45.2 ,64.8 ,89.5 ,83.4 ,48.9 ,53.5 ,7.1 ,3787
2012,Edwin Encarnacion,Blue Jays,644,.266,17.6 ,33.0 ,49.5 ,12.0 ,0.67,18.7 ,20,13.3 ,0,0.0 ,24.5 ,62.2 ,41.6 ,72.4 ,87.0 ,82.2 ,45.2 ,55.4 ,7.2 ,2151
2002,Bernie Williams,Yankees,699,.372,24.2 ,50.2 ,25.6 ,5.3 ,1.96,14.4 ,15,5.8 ,0,0.0 ,13.9 ,68.2 ,41.4 ,45.2 ,86.9 ,80.0 ,50.5 ,52.7 ,8.2 ,857
2003,Magglio Ordonez,White Sox,674,.321,22.3 ,42.1 ,35.6 ,16.2 ,1.18,15.2 ,14,6.2 ,0,0.0 ,18.8 ,73.7 ,47.1 ,51.8 ,89.7 ,82.4 ,51.5 ,58.0 ,8.3 ,248
2002,Josh Phelps,Blue Jays,287,.399,24.6 ,37.7 ,37.7 ,8.7 ,1.00,21.7 ,8,11.6 ,0,0.0 ,22.0 ,79.0 ,52.9 ,28.3 ,73.7 ,65.1 ,54.2 ,63.1 ,18.4 ,1318
2009,Adam Lind,Blue Jays,654,.323,20.2 ,43.0 ,36.8 ,8.5 ,1.17,19.8 ,10,4.8 ,0,0.0 ,24.7 ,64.7 ,43.8 ,70.5 ,87.9 ,82.7 ,47.7 ,54.9 ,7.2 ,8027
2008,Carlos Lee,Astros,481,.299,21.2 ,35.2 ,43.6 ,8.8 ,0.81,16.4 ,7,5.1 ,0,0.0 ,30.7 ,69.1 ,49.7 ,72.1 ,92.8 ,86.3 ,49.3 ,55.3 ,6.5 ,243
2010,Jayson Werth,Phillies,652,.352,17.5 ,37.0 ,45.4 ,5.3 ,0.81,14.3 ,14,9.1 ,0,0.0 ,21.8 ,60.6 ,41.1 ,68.1 ,82.2 ,78.4 ,49.6 ,56.4 ,8.6 ,1327
2006,Joe Mauer,Twins,608,.364,24.9 ,49.4 ,25.8 ,1.7 ,1.92,10.8 ,8,3.5 ,6,75.0 ,19.2 ,55.5 ,37.7 ,73.8 ,93.8 ,88.9 ,51.1 ,52.5 ,3.8 ,1857
2009,Adam Dunn,Nationals,668,.324,20.5 ,31.0 ,48.5 ,7.8 ,0.64,21.1 ,12,10.4 ,0,0.0 ,19.4 ,65.5 ,40.4 ,53.9 ,79.7 ,73.0 ,45.6 ,54.2 ,10.7 ,319
2009,Jason Bay,Red Sox,638,.315,17.7 ,33.2 ,49.1 ,10.9 ,0.68,19.7 ,12,9.7 ,0,0.0 ,20.1 ,63.1 ,40.7 ,48.5 ,79.4 ,71.5 ,47.9 ,57.2 ,11.3 ,1717
2009,Troy Tulowitzki,Rockies,628,.316,18.4 ,41.8 ,39.8 ,11.6 ,1.05,18.5 ,14,7.7 ,4,80.0 ,21.6 ,62.1 ,42.1 ,73.3 ,87.6 ,83.9 ,50.7 ,59.9 ,6.7 ,3531
2003,Luis Gonzalez,Diamondbacks,679,.307,21.0 ,39.6 ,39.4 ,14.3 ,1.00,12.8 ,12,5.9 ,0,0.0 ,18.5 ,71.1 ,43.1 ,57.9 ,91.2 ,83.6 ,46.8 ,46.1 ,6.9 ,55
2011,Matt Holliday,Cardinals,516,.330,20.6 ,45.9 ,33.5 ,10.1 ,1.37,18.5 ,5,3.1 ,0,0.0 ,29.6 ,72.9 ,48.3 ,61.6 ,86.3 ,77.7 ,43.1 ,57.6 ,10.5 ,1873
2011,Allen Craig,Cardinals,219,.344,19.1 ,43.8 ,37.0 ,8.3 ,1.18,18.3 ,5,7.0 ,0,0.0 ,29.2 ,62.1 ,45.5 ,68.0 ,88.9 ,82.1 ,49.5 ,60.3 ,8.1 ,3433
